;iso3c;year;country.IDEA;Ticker;ID;blpi_tot_q;blpi_level;blpi_tot_miss;blpi_miss_pct;pf_tot_q;pf_level;pf_tot_miss;pf_miss_pct;rs_tot_q;rs_level;rs_tot_miss;rs_miss_pct;os_tot_q;os_level;os_tot_miss;os_miss_pct;idea_tot_q;idea_level;idea_tot_miss;blpi_pct;pf_pct;rs_pct;os_pct;idea_miss_pct;idea_pct;CoC;idea_pct_diff;CoC_diff;wb_region;wb_income;un_region_name;un_sub_region_name;un_intermediate._region_name;un_dev_devping;iso2c;country.wb;gini;lifeexpectancy;GDP;natres;ruralpop;tertiaryschool;region;capital;longitude;latitude;income;lending;country.fotp;FOTP;cname;fh_status;fh_fotpc;dr_sg;dr_eg;hf_trade;sgi_ecgf;fi_index;fi_index_cl;hf_business;hf_efiscore;hf_financ;hf_fiscal;country;wefji;country.cepal;CepalGastos;
87;GTM;2012;Guatemala;GTM;58;15;8;1;0.06;6;3;0;0;4;2;1;0.2;8;4;0;0;30;17;2;0.53;0.5;0.5;0.5;0.06;0.57;-0.6168;0;-0.1462;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;GT;Guatemala;NA;71.24939024;50388418159;2.209587684;49.788;NA;Latin America & Caribbean (all income levels);Guatemala City;-90.5328;14.6248;Lower middle income;IBRD;Guatemala;60;Guatemala;2;18;42.63495636;59.00541306;84.6;NA;7.33;7.260179247;48.5;60.9;50;79.6;Guatemala;2.858100912;GUATEMALA;3.3;10
88;GTM;2013;Guatemala;GTM;58;15;8;1;0.06;6;3;0;0;4;2;1;0.2;8;4;0;0;30;17;2;0.53;0.5;0.5;0.5;0.06;0.57;-0.5784;0;0.0384;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;GT;Guatemala;NA;71.48639024;53851075504;2.21519786;49.339;18.32584;Latin America & Caribbean (all income levels);Guatemala City;-90.5328;14.6248;Lower middle income;IBRD;Guatemala;59;Guatemala;2;18;42.22880173;58.29593277;85.2;NA;7.49;7.418655193;50.8;60;50;79.6;Guatemala;3.026888726;GUATEMALA;3;10
89;GTM;2014;Guatemala;GTM;58;15;8;1;0.06;6;3;0;0;4;2;1;0.2;8;4;0;0;30;17;2;0.53;0.5;0.5;0.5;0.06;0.57;-0.7009;0;-0.1225;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;GT;Guatemala;48.66;71.72241463;58722087392;2.967350481;48.885;NA;Latin America & Caribbean (all income levels);Guatemala City;-90.5328;14.6248;Lower middle income;IBRD;Guatemala;60;Guatemala;2;18;NA;NA;85.4;NA;7.5;7.428559939;58.4;61.2;50;79.6;Guatemala;2.994130782;GUATEMALA;2.94;10
90;GTM;2015;Guatemala;GTM;58;15;8;1;0.06;6;3;0;0;4;2;1;0.2;8;4;0;0;30;17;2;0.53;0.5;0.5;0.5;0.06;0.57;-0.7112;0;-0.0104;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;GT;Guatemala;NA;NA;63794152886;2.292208286;48.429;NA;Latin America & Caribbean (all income levels);Guatemala City;-90.5328;14.6248;Lower middle income;IBRD;Guatemala;60;Guatemala;2;17;NA;NA;84.6;NA;NA;NA;54.7;60.4;50;79.6;Guatemala;2.981704791;GUATEMALA;2.18;10
91;HND;2006;Honduras;HND;36;15;0;1;0.06;6;0;0;0;5;0;0;0;8;0;0;0;31;0;1;0;0;0;0;0.03;0;-0.7518;0;-0.0128;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;HN;Honduras;57.42;71.67246341;10841723354;2.52790787;50.842;NA;Latin America & Caribbean (all income levels);Tegucigalpa;-87.4667;15.1333;Lower middle income;IDA;Honduras;52;Honduras;2;14;43.96160126;68.4422226;69.4;NA;7.4;7.174748365;55.3;57.4;70;82.1;Honduras;2.419009146;HONDURAS;3.34;10
92;HND;2007;Honduras;HND;36;15;0;1;0.06;6;0;0;0;5;0;0;0;8;0;0;0;31;0;1;0;0;0;0;0.03;0;-0.6926;0;0.0592;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;HN;Honduras;56.16;71.85873171;12275493959;2.20859772;50.2;NA;Latin America & Caribbean (all income levels);Tegucigalpa;-87.4667;15.1333;Lower middle income;IDA;Honduras;51;Honduras;2;14;44.52931213;69.11229706;79.2;NA;7.44;7.213530788;56.1;59.1;70;81.8;Honduras;3.017163818;HONDURAS;4.11;10
93;HND;2008;Honduras;HND;36;15;9;1;0.06;6;3;0;0;5;2;0;0;8;4;0;0;31;18;1;0.6;0.5;0.4;0.5;0.03;0.58;-0.8394;0.5806;-0.1469;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;HN;Honduras;55.74;72.03997561;13789727210;1.745314783;49.562;18.79223061;Latin America & Caribbean (all income levels);Tegucigalpa;-87.4667;15.1333;Lower middle income;IDA;Honduras;51;Honduras;2;14;45.22488022;67.97634125;78;NA;7.34;7.116574729;59.9;58.9;60;84.5;Honduras;3.241044309;HONDURAS;4.81;10
94;HND;2009;Honduras;HND;36;15;9;1;0.06;6;3;0;0;5;2;0;0;8;4;0;0;31;18;1;0.6;0.5;0.4;0.5;0.03;0.58;-0.8697;0;-0.0303;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;HN;Honduras;51.56;72.21721951;14486137414;1.550064833;48.93;NA;Latin America & Caribbean (all income levels);Tegucigalpa;-87.4667;15.1333;Lower middle income;IDA;Honduras;52;Honduras;2;15;44.91531372;66.09423065;78;NA;7.21;6.990531852;64.4;58.7;60;85.1;Honduras;2.97956385;HONDURAS;5.13;10
95;HND;2010;Honduras;HND;36;15;9;1;0.06;6;3;0;0;5;2;0;0;8;4;0;0;31;18;1;0.6;0.5;0.4;0.5;0.03;0.58;-0.8619;0;0.0078;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;HN;Honduras;53.39;72.39397561;15729644901;2.740791416;48.304;20.65419006;Latin America & Caribbean (all income levels);Tegucigalpa;-87.4667;15.1333;Lower middle income;IDA;Honduras;59;Honduras;2;15;43.90347672;65.14230347;83.7;NA;7.26;7.039009882;63;58.3;60;84.7;Honduras;3.117070247;HONDURAS;3.74;10
96;HND;2011;Honduras;HND;36;15;9;1;0.06;6;3;0;0;5;2;0;0;8;4;0;0;31;18;1;0.6;0.5;0.4;0.5;0.03;0.58;-0.7967;0;0.0652;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;HN;Honduras;57.4;72.57273171;17588097150;2.359280432;47.684;NA;Latin America & Caribbean (all income levels);Tegucigalpa;-87.4667;15.1333;Lower middle income;IDA;Honduras;61;Honduras;2;15;44.06282806;65.10900879;77;NA;7.33;7.106879123;62.1;58.6;60;83.5;Honduras;3.598181634;HONDURAS;4.62;10
97;HND;2012;Honduras;HND;36;15;9;1;0.06;6;3;0;0;5;2;0;0;8;4;0;0;31;18;1;0.6;0.5;0.4;0.5;0.03;0.58;-0.9488;0;-0.1521;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;HN;Honduras;57.4;72.75502439;18400538970;2.084071364;47.07;20.49556923;Latin America & Caribbean (all income levels);Tegucigalpa;-87.4667;15.1333;Lower middle income;IDA;Honduras;62;Honduras;2;15;44.01257324;65.29878998;77.1;NA;7.21;6.990531852;60.6;58.8;60;83.7;Honduras;3.763369839;HONDURAS;4.61;10
98;HND;2013;Honduras;HND;36;15;9;1;0.06;6;3;0;0;5;2;0;0;8;4;0;0;31;18;1;0.6;0.5;0.4;0.5;0.03;0.58;-0.9592;0;-0.0104;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;HN;Honduras;53.67;72.94285366;18372173611;2.23252779;46.463;21.20455933;Latin America & Caribbean (all income levels);Tegucigalpa;-87.4667;15.1333;Lower middle income;IDA;Honduras;62;Honduras;2;15;43.33880997;68.3730011;77.1;NA;7.17;6.951749428;61;58.4;60;85.3;Honduras;2.968868167;HONDURAS;5.23;10
99;HND;2014;Honduras;HND;36;15;9;1;0.06;6;3;0;0;5;2;0;0;8;4;0;0;31;18;1;0.6;0.5;0.4;0.5;0.03;0.58;-0.7874;0;0.1718;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;HN;Honduras;50.64;73.13570732;19380958759;2.77244804;45.863;21.18413925;Latin America & Caribbean (all income levels);Tegucigalpa;-87.4667;15.1333;Lower middle income;IDA;Honduras;64;Honduras;2;15;NA;NA;75.4;NA;7.24;7.01961867;55.4;57.1;60;84.9;Honduras;2.828354298;HONDURAS;5.19;10
100;HND;2015;Honduras;HND;36;15;9;1;0.06;6;3;0;0;5;2;0;0;8;4;0;0;31;18;1;0.6;0.5;0.4;0.5;0.03;0.58;-0.5669;0;0.2205;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;HN;Honduras;NA;NA;20420967149;2.494519833;45.27;NA;Latin America & Caribbean (all income levels);Tegucigalpa;-87.4667;15.1333;Lower middle income;IDA;Honduras;68;Honduras;2;15;NA;NA;77.6;NA;NA;NA;53.2;57.4;60;84.9;Honduras;3.341535546;HONDURAS;4.74;10
101;HTI;2006;Haiti;HTI;160;6;0;10;0.63;6;0;0;0;4;0;1;0.2;7;0;1;0.13;20;0;12;0;0;0;0;0.38;0;-1.3331;0;0.1098;Latin America & Caribbean;Low income;Americas;Latin America and the Caribbean;Caribbean;Developing;HT;Haiti;NA;59.56741463;4756204070;0.749763874;54.244;NA;Latin America & Caribbean (all income levels);Port-au-Prince;-72.3288;18.5392;Low income;IDA;Haiti;68;Haiti;2;19;26.39562416;50.28239059;79.2;NA;6.7;6.922820319;36.2;49.2;30;78;Haiti;NA;HAITI;0.93;10
102;HTI;2007;Haiti;HTI;160;6;3;10;0.63;6;3;0;0;4;1;1;0.2;7;5;1;0.13;20;12;12;0.5;0.5;0.25;0.71;0.38;0.6;-1.3075;0.6;0.0256;Latin America & Caribbean;Low income;Americas;Latin America and the Caribbean;Caribbean;Developing;HT;Haiti;NA;59.97739024;5885321656;0.652893167;52.61;NA;Latin America & Caribbean (all income levels);Port-au-Prince;-72.3288;18.5392;Low income;IDA;Haiti;59;Haiti;2;18;26.34373283;48.50751114;79.2;NA;6.67;6.891822616;38.6;51.4;40;78;Haiti;NA;HAITI;2.75;10
103;HTI;2008;Haiti;HTI;160;6;3;10;0.63;6;3;0;0;4;1;1;0.2;7;5;1;0.13;20;12;12;0.5;0.5;0.25;0.71;0.38;0.6;-1.2162;0;0.0913;Latin America & Caribbean;Low income;Americas;Latin America and the Caribbean;Caribbean;Developing;HT;Haiti;NA;60.39797561;6548531998;0.640002686;51.02;NA;Latin America & Caribbean (all income levels);Port-au-Prince;-72.3288;18.5392;Low income;IDA;Haiti;56;Haiti;2;18;26.35213661;48.62197876;67;NA;6.83;7.057143698;35.8;49;30;77.8;Haiti;NA;HAITI;2.41;10
104;HTI;2009;Haiti;HTI;160;6;3;10;0.63;6;3;0;0;4;1;1;0.2;7;5;1;0.13;20;12;12;0.5;0.5;0.25;0.71;0.38;0.6;-1.1008;0;0.1154;Latin America & Caribbean;Low income;Americas;Latin America and the Caribbean;Caribbean;Developing;HT;Haiti;NA;60.82221951;6584642675;0.594349316;49.477;NA;Latin America & Caribbean (all income levels);Port-au-Prince;-72.3288;18.5392;Low income;IDA;Haiti;53;Haiti;2;17;26.40257835;48.32567596;79.4;NA;6.94;7.170801942;37.7;50.5;30;77.9;Haiti;NA;HAITI;2.22;10
105;HTI;2010;Haiti;HTI;160;6;3;10;0.63;6;3;0;0;4;1;1;0.2;7;5;1;0.13;20;12;12;0.5;0.5;0.25;0.71;0.38;0.6;-1.206;0;-0.1052;Latin America & Caribbean;Low income;Americas;Latin America and the Caribbean;Caribbean;Developing;HT;Haiti;NA;61.24012195;6622540159;1.192176463;47.984;NA;Latin America & Caribbean (all income levels);Port-au-Prince;-72.3288;18.5392;Low income;IDA;Haiti;49;Haiti;2;18;26.45301056;48.34240341;79.1;NA;6.5;6.87115748;36;50.8;30;81.5;Haiti;NA;HAITI;4.27;10
106;HTI;2011;Haiti;HTI;160;6;3;10;0.63;6;3;0;0;4;1;1;0.2;7;5;1;0.13;20;12;12;0.5;0.5;0.25;0.71;0.38;0.6;-1.2243;0;-0.0183;Latin America & Caribbean;Low income;Americas;Latin America and the Caribbean;Caribbean;Developing;HT;Haiti;NA;61.64519512;7516829496;0.910409102;46.544;NA;Latin America & Caribbean (all income levels);Port-au-Prince;-72.3288;18.5392;Low income;IDA;Haiti;49;Haiti;2;18;26.33386612;48.39900589;74.8;NA;6.62;6.998009618;37.5;52.1;30;80.9;Haiti;1.737085;HAITI;2.31;10
107;HTI;2012;Haiti;HTI;160;6;3;10;0.63;6;3;0;0;4;1;1;0.2;7;5;1;0.13;20;12;12;0.5;0.5;0.25;0.71;0.38;0.6;-1.2407;0;-0.0164;Latin America & Caribbean;Low income;Americas;Latin America and the Caribbean;Caribbean;Developing;HT;Haiti;60.79;62.03339024;7890215896;0.859072559;45.159;NA;Latin America & Caribbean (all income levels);Port-au-Prince;-72.3288;18.5392;Low income;IDA;Haiti;50;Haiti;2;18;26.48663902;50.72611618;74.8;NA;6.46;6.828873434;33.3;50.7;30;80.6;Haiti;1.818345408;HAITI;3.75;10
108;HTI;2013;Haiti;HTI;160;6;3;10;0.63;6;3;0;0;4;1;1;0.2;7;5;1;0.13;20;12;12;0.5;0.5;0.25;0.71;0.38;0.6;-1.1597;0;0.081;Latin America & Caribbean;Low income;Americas;Latin America and the Caribbean;Caribbean;Developing;HT;Haiti;NA;62.40114634;8452517483;0.949452402;43.832;NA;Latin America & Caribbean (all income levels);Port-au-Prince;-72.3288;18.5392;Low income;IDA;Haiti;49;Haiti;2;18;26.47823334;51.6643486;74.8;NA;6.83;7.22000086;33.4;48.1;30;80.7;Haiti;2.035457215;HAITI;3.69;10
109;HTI;2014;Haiti;HTI;160;6;3;10;0.63;6;3;0;0;4;1;1;0.2;7;5;1;0.13;20;12;12;0.5;0.5;0.25;0.71;0.38;0.6;-1.2512;0;-0.0915;Latin America & Caribbean;Low income;Americas;Latin America and the Caribbean;Caribbean;Developing;HT;Haiti;NA;62.74743902;8791599111;1.21319503;42.564;NA;Latin America & Caribbean (all income levels);Port-au-Prince;-72.3288;18.5392;Low income;IDA;Haiti;50;Haiti;2;18;NA;NA;70.4;NA;6.99;7.389137044;33.3;48.9;30;80.3;Haiti;2.139569447;HAITI;1.89;10
110;HTI;2015;Haiti;HTI;160;6;3;10;0.63;6;3;0;0;4;1;1;0.2;7;5;1;0.13;20;12;12;0.5;0.5;0.25;0.71;0.38;0.6;-1.2573;0;-0.0061;Latin America & Caribbean;Low income;Americas;Latin America and the Caribbean;Caribbean;Developing;HT;Haiti;NA;NA;8765329890;1.199799783;41.355;NA;Latin America & Caribbean (all income levels);Port-au-Prince;-72.3288;18.5392;Low income;IDA;Haiti;50;Haiti;2;18;NA;NA;77.6;NA;NA;NA;43.1;51.3;30;80.3;Haiti;2.651239301;HAITI;1.44;10
111;MEX;2006;Mexico;MEX;124;12;0;4;0.25;5;0;1;0.17;5;0;0;0;8;0;0;0;27;0;5;0;0;0;0;0.16;0;-0.2525;0;0.0282;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;MX;Mexico;48.01;75.43878049;9.65281E+11;6.110189702;23.383;23.60796928;Latin America & Caribbean (all income levels);Mexico City;-99.1276;19.427;Upper middle income;IBRD;Mexico;48;Mexico;1;13;53.15351486;56.99237823;57.4;NA;6.87;6.846084144;79.7;64.7;70;78.4;Mexico;3.569659394;MEXICO;2.62;10
112;MEX;2007;Mexico;MEX;124;12;9;4;0.25;5;3;1;0.17;5;3;0;0;8;4;0;0;27;19;5;0.75;0.6;0.6;0.5;0.16;0.7;-0.2656;0.7037;-0.0131;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;MX;Mexico;NA;75.58792683;1.04347E+12;5.579912332;23.077;24.14298058;Latin America & Caribbean (all income levels);Mexico City;-99.1276;19.427;Upper middle income;IBRD;Mexico;48;Mexico;1;13;51.90102005;58.97091293;77.6;NA;6.79;6.76636264;83.5;66;60;82.2;Mexico;3.581086505;MEXICO;2.91;10
113;MEX;2008;Mexico;MEX;124;12;9;4;0.25;5;3;1;0.17;5;3;0;0;8;4;0;0;27;19;5;0.75;0.6;0.6;0.5;0.16;0.7;-0.2429;0;0.0227;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;MX;Mexico;48.23;75.73246341;1.10128E+12;6.569943281;22.773;24.74860001;Latin America & Caribbean (all income levels);Mexico City;-99.1276;19.427;Upper middle income;IBRD;Mexico;51;Mexico;1;13;51.86900711;57.61442184;79;NA;6.72;6.696606324;82.9;66.2;60;83.4;Mexico;3.412225747;MEXICO;3.47;10
114;MEX;2009;Mexico;MEX;124;12;9;4;0.25;5;3;1;0.17;5;3;0;0;8;4;0;0;27;19;5;0.75;0.6;0.6;0.5;0.16;0.7;-0.3013;0;-0.0583;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;MX;Mexico;NA;75.87741463;8.94949E+11;3.782621972;22.473;25.19285965;Latin America & Caribbean (all income levels);Mexico City;-99.1276;19.427;Upper middle income;IBRD;Mexico;55;Mexico;1;14;53.7617836;59.11857605;80.2;NA;6.61;6.586989256;80.3;65.8;60;83.4;Mexico;3.237745053;MEXICO;2.59;10
115;MEX;2010;Mexico;MEX;124;12;9;4;0.25;5;3;1;0.17;5;3;0;0;8;4;0;0;27;19;5;0.75;0.6;0.6;0.5;0.16;0.7;-0.3694;0;-0.0681;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;MX;Mexico;48.13;76.02678049;1.05113E+12;4.854680951;22.175;26.16643906;Latin America & Caribbean (all income levels);Mexico City;-99.1276;19.427;Upper middle income;IBRD;Mexico;60;Mexico;2;14;52.72938919;60.9844017;82;NA;6.71;6.686641136;83;68.3;60;83.5;Mexico;3.215621754;MEXICO;2.63;10
116;MEX;2011;Mexico;MEX;124;12;9;4;0.25;5;3;1;0.17;5;3;0;0;8;4;0;0;27;19;5;0.75;0.6;0.6;0.5;0.16;0.7;-0.4;0;-0.0307;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;MX;Mexico;NA;76.18565854;1.17119E+12;6.918590355;21.882;27.03764915;Latin America & Caribbean (all income levels);Mexico City;-99.1276;19.427;Upper middle income;IBRD;Mexico;62;Mexico;2;14;52.56545639;61.35873795;81.2;NA;6.72;6.696606324;87.3;67.8;60;81.3;Mexico;3.242599129;MEXICO;2.68;10
117;MEX;2012;Mexico;MEX;124;12;9;4;0.25;5;3;1;0.17;5;3;0;0;8;4;0;0;27;19;5;0.75;0.6;0.6;0.5;0.16;0.7;-0.4076;0;-0.0076;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;MX;Mexico;48.07;76.35409756;1.1866E+12;6.614135342;21.593;28.3074398;Latin America & Caribbean (all income levels);Mexico City;-99.1276;19.427;Upper middle income;IBRD;Mexico;62;Mexico;2;14;51.87231064;63.19937897;72.9;NA;6.75;6.726501888;82;65.3;60;80.7;Mexico;3.364423134;MEXICO;2.48;10
118;MEX;2013;Mexico;MEX;124;12;9;4;0.25;5;3;1;0.17;5;3;0;0;8;4;0;0;27;19;5;0.75;0.6;0.6;0.5;0.16;0.7;-0.4727;0;-0.0651;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;MX;Mexico;NA;76.53265854;1.26198E+12;5.780069835;21.309;29.20858002;Latin America & Caribbean (all income levels);Mexico City;-99.1276;19.427;Upper middle income;IBRD;Mexico;61;Mexico;2;14;51.56688309;64.06164551;80.6;6.942462787;6.79;6.766362639;81.4;67;60;81.1;Mexico;3.348061362;MEXICO;3.14;10
119;MEX;2014;Mexico;MEX;124;12;9;4;0.25;5;3;1;0.17;5;3;0;0;8;7;0;0;27;22;5;0.75;0.6;0.6;0.88;0.16;0.81;-0.7313;0.1111;-0.2586;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;MX;Mexico;48.21;76.72185366;1.29818E+12;4.861690441;21.029;29.9409008;Latin America & Caribbean (all income levels);Mexico City;-99.1276;19.427;Upper middle income;IBRD;Mexico;61;Mexico;2;14;NA;NA;85.6;6.531993775;6.88;6.856049331;76.8;66.8;60;80.9;Mexico;3.197904551;MEXICO;2.9;10
120;MEX;2015;Mexico;MEX;124;12;9;4;0.25;5;3;1;0.17;5;3;0;0;8;7;0;0;27;22;5;0.75;0.6;0.6;0.88;0.16;0.81;-0.7421;0;-0.0108;Latin America & Caribbean;Upper middle income;Americas;Latin America and the Caribbean;Central America;Developing;MX;Mexico;NA;NA;1.14379E+12;2.264834969;20.754;NA;Latin America & Caribbean (all income levels);Mexico City;-99.1276;19.427;Upper middle income;IBRD;Mexico;63;Mexico;2;14;NA;NA;85.6;6.546327741;NA;NA;71.5;66.4;60;77.8;Mexico;3.174230562;MEXICO;3.3;10
121;NIC;2006;Nicaragua;NIC;39;15;2;1;0.06;6;3;0;0;5;2;0;0;8;3;0;0;31;10;1;0.13;0.5;0.4;0.38;0.03;0.32;-0.6739;0;-0.0697;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;NI;Nicaragua;NA;72.21302439;6786294637;1.75396254;43.819;NA;Latin America & Caribbean (all income levels);Managua;-86.2734;12.1475;Lower middle income;IDA;Nicaragua;44;Nicaragua;2;12;46.24291229;58.2301445;77.6;NA;7.3;7.037593336;57;63.8;70;79.8;Nicaragua;1.366532446;NICARAGUA;5.35;10
122;NIC;2007;Nicaragua;NIC;39;15;2;1;0.06;6;3;0;0;5;2;0;0;8;3;0;0;31;10;1;0.13;0.5;0.4;0.38;0.03;0.32;-0.765;0;-0.0911;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;NI;Nicaragua;NA;72.57165854;7458103362;1.71373174;43.563;NA;Latin America & Caribbean (all income levels);Managua;-86.2734;12.1475;Lower middle income;IDA;Nicaragua;42;Nicaragua;2;12;45.00562286;59.44923401;82.4;NA;7.35;7.018312258;56.4;62.7;60;79.6;Nicaragua;1.577023159;NICARAGUA;5.19;10
123;NIC;2008;Nicaragua;NIC;39;15;2;1;0.06;6;3;0;0;5;2;0;0;8;3;0;0;31;10;1;0.13;0.5;0.4;0.38;0.03;0.32;-0.7544;0;0.0106;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;NI;Nicaragua;NA;72.91841463;8491388729;1.702445402;43.299;NA;Latin America & Caribbean (all income levels);Managua;-86.2734;12.1475;Lower middle income;IDA;Nicaragua;43;Nicaragua;2;12;44.43922424;58.08518982;79.2;NA;7.18;6.855983947;56.8;60.8;50;79;Nicaragua;1.767099283;NICARAGUA;4.24;10
124;NIC;2009;Nicaragua;NIC;39;15;2;1;0.06;6;3;0;0;5;2;0;0;8;3;0;0;31;10;1;0.13;0.5;0.4;0.38;0.03;0.32;-0.7294;0;0.025;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;NI;Nicaragua;45.73;73.25478049;8380731880;1.654831713;43.026;NA;Latin America & Caribbean (all income levels);Managua;-86.2734;12.1475;Lower middle income;IDA;Nicaragua;45;Nicaragua;2;13;45.36122131;58.50111389;79.2;NA;7.14;6.817789051;57.6;59.8;50;78.8;Nicaragua;2.175178099;NICARAGUA;3.9;10
125;NIC;2010;Nicaragua;NIC;39;15;2;1;0.06;6;3;0;0;5;2;0;0;8;3;0;0;31;10;1;0.13;0.5;0.4;0.38;0.03;0.32;-0.7733;0;-0.0439;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;NI;Nicaragua;NA;73.58173171;8741313140;3.943583313;42.745;NA;Latin America & Caribbean (all income levels);Managua;-86.2734;12.1475;Lower middle income;IDA;Nicaragua;47;Nicaragua;2;15;45.05583954;60.71855545;82.8;NA;7.24;6.913276292;55.7;58.3;50;78.4;Nicaragua;2.08609535;NICARAGUA;3.87;10
126;NIC;2011;Nicaragua;NIC;39;15;2;1;0.06;6;3;0;0;5;2;0;0;8;3;0;0;31;10;1;0.13;0.5;0.4;0.38;0.03;0.32;-0.7371;0;0.0362;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;NI;Nicaragua;NA;73.90129268;9755619760;4.27608058;42.456;NA;Latin America & Caribbean (all income levels);Managua;-86.2734;12.1475;Lower middle income;IDA;Nicaragua;47;Nicaragua;2;16;44.64334869;60.78818893;84.8;NA;7.37;7.037409706;54.3;58.8;50;78.8;Nicaragua;1.802729319;NICARAGUA;3.5;10
127;NIC;2012;Nicaragua;NIC;39;15;2;1;0.06;6;3;0;0;5;2;0;0;8;3;0;0;31;10;1;0.13;0.5;0.4;0.38;0.03;0.32;-0.7804;0;-0.0433;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;NI;Nicaragua;NA;74.21246341;10438842116;4.398221475;42.159;NA;Latin America & Caribbean (all income levels);Managua;-86.2734;12.1475;Lower middle income;IDA;Nicaragua;49;Nicaragua;2;17;45.08058929;61.58037186;84.9;NA;7.44;7.104250775;51.2;57.9;50;77.1;Nicaragua;2.218371982;NICARAGUA;3.74;10
128;NIC;2013;Nicaragua;NIC;39;15;2;1;0.06;6;3;0;0;5;2;0;0;8;3;0;0;31;10;1;0.13;0.5;0.4;0.38;0.03;0.32;-0.7338;0;0.0466;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;NI;Nicaragua;NA;74.5147561;10874735111;4.516269987;41.854;NA;Latin America & Caribbean (all income levels);Managua;-86.2734;12.1475;Lower middle income;IDA;Nicaragua;51;Nicaragua;2;17;45.20946503;60.09682846;85.4;NA;7.43;7.094702051;51.2;56.6;50;78.7;Nicaragua;2.637440403;NICARAGUA;3.84;10
129;NIC;2014;Nicaragua;NIC;39;15;2;1;0.06;6;3;0;0;5;2;0;0;8;3;0;0;31;10;1;0.13;0.5;0.4;0.38;0.03;0.32;-0.8864;0;-0.1526;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;NI;Nicaragua;47.05;74.81014634;11790221756;4.469050279;41.541;NA;Latin America & Caribbean (all income levels);Managua;-86.2734;12.1475;Lower middle income;IDA;Nicaragua;52;Nicaragua;2;17;NA;NA;85.4;NA;7.39;7.056507154;52.6;58.4;50;78.6;Nicaragua;2.251711004;NICARAGUA;4.04;10
130;NIC;2015;Nicaragua;NIC;39;15;2;1;0.06;6;3;0;0;5;2;0;0;8;3;0;0;31;10;1;0.13;0.5;0.4;0.38;0.03;0.32;-0.8743;0;0.0121;Latin America & Caribbean;Lower middle income;Americas;Latin America and the Caribbean;Central America;Developing;NI;Nicaragua;NA;NA;12692562187;4.114745588;41.221;NA;Latin America & Caribbean (all income levels);Managua;-86.2734;12.1475;Lower middle income;IDA;Nicaragua;52;Nicaragua;2;17;NA;NA;85.4;NA;NA;NA;58;57.6;50;78.4;Nicaragua;1.678690481;NICARAGUA;4.51;10
