Country,Ticker,ID,year,blpi_tot_q,blpi_level,blpi_tot_miss,blpi_miss_pct,pf_tot_q,pf_level,pf_tot_miss,pf_miss_pct,rs_tot_q,rs_level,rs_tot_miss,rs_miss_pct,os_tot_q,os_level,os_tot_miss,os_miss_pct,idea_tot_q,idea_level,idea_tot_miss,blpi_pct,pf_pct,rs_pct,os_pct,idea_miss_pct,idea_pct,CoC,idea_pct_diff,CoC_diff,wb_region,wb_income,un_region_name,un_sub_region_name,un_intermediate _region_name,un_dev_devping,,,
Cambodia,KHM,60,2008,16.00,4.00,0.00,0.00,5.00,0.00,1.00,0.17,4.00,1.00,1.00,0.20,8.00,3.00,0.00,0.00,30.00,8.00,2.00,0.25,0.00,0.25,0.38,0.06,0.27,-1.1999,0.0000,-0.1040,East Asia & Pacific,Lower middle income,Asia,South-eastern Asia,South-eastern Asia,Developing,,,
Cambodia,KHM,60,2009,16.00,4.00,0.00,0.00,5.00,0.00,1.00,0.17,4.00,1.00,1.00,0.20,8.00,3.00,0.00,0.00,30.00,8.00,2.00,0.25,0.00,0.25,0.38,0.06,0.27,-1.1594,0.0000,0.0405,East Asia & Pacific,Lower middle income,Asia,South-eastern Asia,South-eastern Asia,Developing,,,
Cambodia,KHM,60,2010,16.00,4.00,0.00,0.00,5.00,0.00,1.00,0.17,4.00,1.00,1.00,0.20,8.00,3.00,0.00,0.00,30.00,8.00,2.00,0.25,0.00,0.25,0.38,0.06,0.27,-1.2317,0.0000,-0.0723,East Asia & Pacific,Lower middle income,Asia,South-eastern Asia,South-eastern Asia,Developing,,,
Cambodia,KHM,60,2011,16.00,4.00,0.00,0.00,5.00,0.00,1.00,0.17,4.00,1.00,1.00,0.20,8.00,3.00,0.00,0.00,30.00,8.00,2.00,0.25,0.00,0.25,0.38,0.06,0.27,-1.2174,0.0000,0.0143,East Asia & Pacific,Lower middle income,Asia,South-eastern Asia,South-eastern Asia,Developing,,,
Cambodia,KHM,60,2012,16.00,4.00,0.00,0.00,5.00,0.00,1.00,0.17,4.00,1.00,1.00,0.20,8.00,3.00,0.00,0.00,30.00,8.00,2.00,0.25,0.00,0.25,0.38,0.06,0.27,-1.0446,0.0000,0.1728,East Asia & Pacific,Lower middle income,Asia,South-eastern Asia,South-eastern Asia,Developing,,,
Cambodia,KHM,60,2013,16.00,4.00,0.00,0.00,5.00,0.00,1.00,0.17,4.00,1.00,1.00,0.20,8.00,3.00,0.00,0.00,30.00,8.00,2.00,0.25,0.00,0.25,0.38,0.06,0.27,-1.0141,0.0000,0.0306,East Asia & Pacific,Lower middle income,Asia,South-eastern Asia,South-eastern Asia,Developing,,,
Cambodia,KHM,60,2014,16.00,4.00,0.00,0.00,5.00,0.00,1.00,0.17,4.00,1.00,1.00,0.20,8.00,3.00,0.00,0.00,30.00,8.00,2.00,0.25,0.00,0.25,0.38,0.06,0.27,-1.0819,0.0000,-0.0678,East Asia & Pacific,Lower middle income,Asia,South-eastern Asia,South-eastern Asia,Developing,,,
Cambodia,KHM,60,2015,16.00,4.00,0.00,0.00,5.00,0.00,1.00,0.17,4.00,1.00,1.00,0.20,8.00,3.00,0.00,0.00,30.00,8.00,2.00,0.25,0.00,0.25,0.38,0.06,0.27,-1.0443,0.0000,0.0376,East Asia & Pacific,Lower middle income,Asia,South-eastern Asia,South-eastern Asia,Developing,,,
Republic of Korea,KOR,61,1996,15.00,0.00,1.00,0.06,5.00,0.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,0.2651,,,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,1997,15.00,0.00,1.00,0.06,5.00,0.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,,0.0000,,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,1998,15.00,0.00,1.00,0.06,5.00,0.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,0.3362,0.0000,0.0710,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,1999,15.00,0.00,1.00,0.06,5.00,0.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,,0.0000,,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2000,15.00,0.00,1.00,0.06,5.00,0.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,0.2480,0.0000,-0.0881,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2001,15.00,0.00,1.00,0.06,5.00,0.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,,0.0000,,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2002,15.00,0.00,1.00,0.06,5.00,0.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,0.4714,0.0000,0.2234,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2003,15.00,0.00,1.00,0.06,5.00,0.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,0.4831,0.0000,0.0117,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2004,15.00,0.00,1.00,0.06,5.00,0.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,0.3356,0.0000,-0.1474,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2005,15.00,0.00,1.00,0.06,5.00,0.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,0.5919,0.0000,0.2563,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2006,15.00,0.00,1.00,0.06,5.00,0.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,0.2757,0.0000,-0.3163,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2007,15.00,0.00,1.00,0.06,5.00,0.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,0.5237,0.0000,0.2480,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2008,15.00,0.00,1.00,0.06,5.00,0.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,0.3736,0.0000,-0.1501,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2009,15.00,0.00,1.00,0.06,5.00,0.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,0.4832,0.0000,0.1096,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2010,15.00,12.00,1.00,0.06,5.00,2.00,1.00,0.17,5.00,0.00,0.00,0.00,8.00,7.00,0.00,0.00,30.00,21.00,2.00,0.80,0.40,0.00,0.88,0.06,0.70,0.4017,0.7000,-0.0816,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2011,15.00,12.00,1.00,0.06,5.00,4.00,1.00,0.17,5.00,4.00,0.00,0.00,8.00,7.00,0.00,0.00,30.00,27.00,2.00,0.80,0.80,0.80,0.88,0.06,0.90,0.4615,0.2000,0.0598,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2012,15.00,12.00,1.00,0.06,5.00,4.00,1.00,0.17,5.00,4.00,0.00,0.00,8.00,7.00,0.00,0.00,30.00,27.00,2.00,0.80,0.80,0.80,0.88,0.06,0.90,0.4690,0.0000,0.0075,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2013,15.00,12.00,1.00,0.06,5.00,4.00,1.00,0.17,5.00,4.00,0.00,0.00,8.00,7.00,0.00,0.00,30.00,27.00,2.00,0.80,0.80,0.80,0.88,0.06,0.90,0.5523,0.0000,0.0833,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2014,15.00,12.00,1.00,0.06,5.00,4.00,1.00,0.17,5.00,4.00,0.00,0.00,8.00,7.00,0.00,0.00,30.00,27.00,2.00,0.80,0.80,0.80,0.88,0.06,0.90,0.4910,0.0000,-0.0613,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Republic of Korea,KOR,61,2015,15.00,12.00,1.00,0.06,5.00,4.00,1.00,0.17,5.00,4.00,0.00,0.00,8.00,7.00,0.00,0.00,30.00,27.00,2.00,0.80,0.80,0.80,0.88,0.06,0.90,0.4894,0.0000,-0.0016,East Asia & Pacific,High income,Asia,Eastern Asia,Eastern Asia,Developing,,,
Lebanon,LBN,62,1996,14.00,0.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,-0.4689,,,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,1997,14.00,0.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,,0.0000,,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,1998,14.00,0.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,-0.2529,0.0000,0.2160,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,1999,14.00,0.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,,0.0000,,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2000,14.00,0.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,-0.4051,0.0000,-0.1522,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2001,14.00,0.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,,0.0000,,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2002,14.00,0.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,-0.3814,0.0000,0.0236,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2003,14.00,0.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,-0.5871,0.0000,-0.2056,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2004,14.00,0.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,-0.6040,0.0000,-0.0169,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2005,14.00,0.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,-0.4856,0.0000,0.1183,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2006,14.00,0.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,30.00,0.00,2.00,0.00,0.00,0.00,0.00,0.06,0.00,-0.9647,0.0000,-0.4791,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2007,14.00,3.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,3.00,0.00,0.00,8.00,4.00,0.00,0.00,30.00,10.00,2.00,0.21,0.00,0.60,0.50,0.06,0.33,-0.9081,0.3333,0.0566,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2008,14.00,3.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,3.00,0.00,0.00,8.00,4.00,0.00,0.00,30.00,10.00,2.00,0.21,0.00,0.60,0.50,0.06,0.33,-0.8448,0.0000,0.0632,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2009,14.00,3.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,3.00,0.00,0.00,8.00,4.00,0.00,0.00,30.00,10.00,2.00,0.21,0.00,0.60,0.50,0.06,0.33,-0.8277,0.0000,0.0171,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2010,14.00,3.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,3.00,0.00,0.00,8.00,4.00,0.00,0.00,30.00,10.00,2.00,0.21,0.00,0.60,0.50,0.06,0.33,-0.8588,0.0000,-0.0311,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2011,14.00,3.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,3.00,0.00,0.00,8.00,4.00,0.00,0.00,30.00,10.00,2.00,0.21,0.00,0.60,0.50,0.06,0.33,-0.8857,0.0000,-0.0268,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2012,14.00,3.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,3.00,0.00,0.00,8.00,4.00,0.00,0.00,30.00,10.00,2.00,0.21,0.00,0.60,0.50,0.06,0.33,-0.8700,0.0000,0.0157,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2013,14.00,3.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,3.00,0.00,0.00,8.00,4.00,0.00,0.00,30.00,10.00,2.00,0.21,0.00,0.60,0.50,0.06,0.33,-0.9298,0.0000,-0.0598,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2014,14.00,3.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,3.00,0.00,0.00,8.00,4.00,0.00,0.00,30.00,10.00,2.00,0.21,0.00,0.60,0.50,0.06,0.33,-1.0628,0.0000,-0.1330,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Lebanon,LBN,62,2015,14.00,3.00,2.00,0.13,6.00,0.00,0.00,0.00,5.00,3.00,0.00,0.00,8.00,4.00,0.00,0.00,30.00,10.00,2.00,0.21,0.00,0.60,0.50,0.06,0.33,-0.8784,0.0000,0.1844,Middle East & North Africa,Upper middle income,Asia,Western Asia,Western Asia,Developing,,,
Liberia,LBR,16,1996,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,-1.7400,,,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,1997,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,,0.0000,,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,1998,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,-1.7297,0.0000,0.0103,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,1999,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,,0.0000,,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2000,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,-1.3687,0.0000,0.3610,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2001,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,,0.0000,,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2002,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,-1.1730,0.0000,0.1957,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2003,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,-1.2181,0.0000,-0.0451,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2004,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,-1.2674,0.0000,-0.0493,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2005,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,-1.1541,0.0000,0.1133,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2006,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,-0.6383,0.0000,0.5158,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2007,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,-0.3331,0.0000,0.3052,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2008,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,-0.6955,0.0000,-0.3624,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2009,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,-0.5622,0.0000,0.1334,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2010,16.00,9.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,2.00,0.00,0.00,32.00,11.00,0.00,0.56,0.00,0.00,0.25,0.00,0.34,-0.5285,0.0000,0.0336,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2011,16.00,12.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,8.00,7.00,0.00,0.00,32.00,20.00,0.00,0.75,0.00,0.20,0.88,0.00,0.63,-0.6221,0.2813,-0.0936,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2012,16.00,12.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,8.00,7.00,0.00,0.00,32.00,20.00,0.00,0.75,0.00,0.20,0.88,0.00,0.63,-0.5784,0.0000,0.0438,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2013,16.00,12.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,8.00,7.00,0.00,0.00,32.00,20.00,0.00,0.75,0.00,0.20,0.88,0.00,0.63,-0.6849,0.0000,-0.1065,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2014,16.00,12.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,8.00,7.00,0.00,0.00,32.00,20.00,0.00,0.75,0.00,0.20,0.88,0.00,0.63,-0.7797,0.0000,-0.0948,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Liberia,LBR,16,2015,16.00,12.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,8.00,7.00,0.00,0.00,32.00,20.00,0.00,0.75,0.00,0.20,0.88,0.00,0.63,-0.6106,0.0000,0.1690,Sub-Saharan Africa,Low income,Africa,Sub-Saharan Africa,Western Africa,Developing,,,
Libya,LBY,17,1996,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.7758,,,Middle East & North Africa,Upper middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Libya,LBY,17,1997,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.0000,,Middle East & North Africa,Upper middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Libya,LBY,17,1998,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.8589,0.0000,-0.0831,Middle East & North Africa,Upper middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Libya,LBY,17,1999,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.0000,,Middle East & North Africa,Upper middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Libya,LBY,17,2000,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.7347,0.0000,0.1242,Middle East & North Africa,Upper middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Libya,LBY,17,2001,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.0000,,Middle East & North Africa,Upper middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Libya,LBY,17,2002,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.9477,0.0000,-0.2131,Middle East & North Africa,Upper middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Libya,LBY,17,2003,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.8217,0.0000,0.1261,Middle East & North Africa,Upper middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Libya,LBY,17,2004,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.8253,0.0000,-0.0036,Middle East & North Africa,Upper middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Libya,LBY,17,2005,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.8741,0.0000,-0.0488,Middle East & North Africa,Upper middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Libya,LBY,17,2006,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.0284,0.0000,-0.1543,Middle East & North Africa,Upper middle income,Africa,Northern Africa,Northern Africa,Developing,,,
Libya,LBY,17,2007,16.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.9622,0.0000,0.0662,Middle East & North Africa,Upper middle income,Africa,Northern Africa,Northern Africa,Developing,,,
